,index,x,y,z,nwat,occupancy,Esw,EswLJ,EswElec,Eww,EwwLJ,EwwElec,Etot,Ewwnbr,TSsw_trans,TSsw_orient,TStot,Nnbrs,Nhbww,Nhbsw,Nhbtot,f_hb_ww,f_enc,Acc_ww,Don_ww,Acc_sw,Don_sw,solute_acceptors,solute_donors
10,10,50.24,43.69,35.6,15329,0.77,-5.416501,0.280196,-5.696696,-8.794072,1.79615,-10.590222,-14.210573,-1.988832,-2.373279,-1.882293,-4.255572,3.161915,2.329571,1.101246,3.430817,0.758842,0.39065,1.641072,0.688499,0.000196,1.10105,"ASP231-O-0.108,ASP232-OD1-0.993,ASP235-OD2-0.0",GLN228-NE2-0.0
11,11,45.45,40.68,38.06,15332,0.77,-6.833417,-0.624191,-6.209226,-5.114231,1.501876,-6.616107,-11.947648,-1.870789,-1.845874,-1.734215,-3.580089,2.679755,2.246935,0.936147,3.183081,0.869878,0.48357,1.309614,0.937321,0.000261,0.935886,"GLN228-OE1-0.936,ASP231-OD2-0.0",THR189-OG1-0.0
12,12,46.4,39.27,41.89,14934,0.75,-8.339184,-0.404005,-7.93518,-4.859208,1.89579,-6.754998,-13.198392,-1.492264,-2.012711,-1.489202,-3.501913,3.646243,2.667403,1.137003,3.804406,0.764644,0.297313,0.925204,1.742199,1.071314,0.065689,"GLN84-OE1-0.001,TYR192-OH-0.065","ARG48-NH2-0.088,GLN84-NE2-0.983"
13,13,45.69,45.24,41.41,14757,0.74,-7.377842,0.195428,-7.573271,-4.919058,1.307726,-6.226784,-12.296901,-1.290804,-2.022219,-1.478323,-3.500542,3.406654,2.094599,1.131056,3.225656,0.653125,0.343485,1.26767,0.82693,0.000136,1.130921,"ASP231-OD1-0.177,ASP231-OD2-0.953,THR243-O-0.001",LYS245-NZ-0.0
14,14,48.23,41.75,41.5,11578,0.58,-4.112443,-0.765269,-3.347174,-9.183455,2.718148,-11.901603,-13.295898,-1.933143,-1.586966,-1.599699,-3.186665,4.410865,3.631888,0.0,3.631888,0.843828,0.149959,1.775782,1.856106,0.0,0.0,NONE,NONE
15,15,53.9,33.93,42.12,11994,0.6,-5.500524,-0.991132,-4.509391,-3.83207,0.766312,-4.598382,-9.332594,-2.545483,-2.141208,-1.740674,-3.881881,1.144656,1.081708,1.023428,2.105136,0.957361,0.779407,0.076205,1.005503,0.760797,0.262631,PHE87-O-0.263,GLN159-NE2-0.761
16,16,44.58,39.42,40.24,10859,0.54,-8.880637,-0.255692,-8.624945,-4.881995,2.507722,-7.389717,-13.762632,-1.471402,-1.946372,-1.924893,-3.871265,3.721245,2.781287,0.745649,3.526936,0.780289,0.282859,0.85017,1.931117,0.745373,0.000276,TYR192-OH-0.0,"ARG48-NH2-0.74,GLN84-NE2-0.006"
17,17,46.99,42.49,39.41,11209,0.56,-5.929143,0.230247,-6.15939,-7.665674,2.239739,-9.905413,-13.594817,-1.498335,-1.803584,-2.086024,-3.889608,4.485592,2.921759,0.932108,3.853867,0.691989,0.135558,1.927915,0.993844,0.0,0.932108,"ASP231-OD1-0.001,ASP231-OD2-0.931",NONE
18,18,50.57,41.17,40.12,10739,0.54,-4.084995,-0.920834,-3.16416,-7.585867,1.885935,-9.471802,-11.670861,-1.448478,-1.426914,-1.400456,-2.82737,4.735171,3.103827,0.005401,3.109228,0.681881,0.08746,1.455443,1.648384,0.004377,0.001024,ASP95-OD2-0.001,"ARG100-NH1-0.002,ARG100-NH2-0.002"
19,19,50.87,40.22,36.82,10398,0.52,-5.397054,-0.535716,-4.861338,-7.712382,2.18276,-9.895143,-13.109436,-1.615947,-1.654242,-1.828597,-3.482839,4.638584,2.887382,0.301212,3.188594,0.64864,0.106074,1.003751,1.883631,0.298807,0.002404,GLN228-OE1-0.002,"LYS188-NZ-0.291,GLN228-NE2-0.008"
20,20,44.4,42.61,42.42,9454,0.47,-4.563336,-0.709568,-3.853767,-8.798569,2.558373,-11.356941,-13.361905,-1.49423,-1.451625,-1.251654,-2.703279,5.736514,3.987519,0.0,3.987519,0.719386,-0.105514,2.173895,1.813624,0.0,0.0,NONE,NONE
21,21,46.89,42.89,43.61,9608,0.48,-3.817705,-0.949942,-2.867763,-8.534035,2.273532,-10.807567,-12.351739,-1.873886,-1.284771,-1.579187,-2.863957,4.334409,3.391653,0.0,3.391653,0.798976,0.164693,1.650708,1.740945,0.0,0.0,NONE,NONE
22,22,49.27,35.47,39.28,9455,0.47,-5.415442,-0.581088,-4.834353,-5.586291,1.134322,-6.720612,-11.001732,-1.941431,-1.64185,-1.531637,-3.173487,2.210682,1.698255,1.39926,3.097515,0.803011,0.573968,1.602856,0.095399,0.0,1.39926,"GLN159-OE1-0.439,LYS188-O-0.897,TYR192-OH-0.063",NONE
23,23,49.49,39.02,37.03,8859,0.44,-4.766246,-0.863422,-3.902825,-5.956761,1.2285,-7.185261,-10.723008,-1.711867,-1.482165,-1.000137,-2.482301,3.446552,2.189863,0.391466,2.58133,0.672654,0.335796,0.852241,1.337623,0.021334,0.370132,"GLN159-OE1-0.0,THR189-OG1-0.067,GLN228-OE1-0.303","LYS188-NZ-0.021,GLN228-NE2-0.001"
24,24,44.42,42.0,40.58,8966,0.45,-6.274292,-0.812088,-5.462203,-6.265812,2.127783,-8.393595,-12.540104,-1.310179,-1.416174,-1.195001,-2.611175,5.386348,3.213696,0.186705,3.400402,0.621036,-0.038032,1.637408,1.576288,0.0,0.186705,"ASP231-OD1-0.151,ASP231-OD2-0.036",NONE
25,25,51.0,38.13,38.91,8840,0.44,-4.733645,-0.79479,-3.938855,-7.120841,1.745217,-8.866058,-11.854487,-1.514858,-1.408906,-1.196699,-2.605605,4.241516,2.807353,0.442421,3.249774,0.692764,0.182595,1.726584,1.080769,0.0,0.442421,GLN159-OE1-0.442,NONE
26,26,52.33,41.58,34.98,8209,0.41,-8.237644,-0.285208,-7.952437,-3.150994,1.245648,-4.396642,-11.388638,-1.147513,-1.758093,-1.784632,-3.542725,3.273237,1.706785,0.272749,1.979535,0.554822,0.369197,0.768912,0.937873,0.197953,0.074796,ASP232-OD1-0.075,"LYS188-NZ-0.195,LYS254-NZ-0.003"
27,27,46.95,37.56,39.05,7615,0.38,-6.50515,-0.660835,-5.844315,-4.816902,1.414905,-6.231807,-11.322052,-1.482699,-1.225906,-1.187023,-2.412929,3.562705,2.3522,0.836901,3.1891,0.691955,0.313412,1.504793,0.847406,0.002758,0.834143,"LYS188-O-0.024,THR189-OG1-0.601,TYR192-OH-0.209,GLN228-OE1-0.001",THR189-OG1-0.003
28,28,47.74,37.22,38.66,7680,0.38,-5.836934,-0.441519,-5.395415,-6.14121,1.569428,-7.710638,-11.978144,-1.656973,-1.381134,-1.310839,-2.691973,3.368359,2.446094,1.064193,3.510286,0.762576,0.350865,1.740104,0.70599,0.001172,1.063021,"LYS188-O-0.331,THR189-OG1-0.706,TYR192-OH-0.026",THR189-OG1-0.001
29,29,48.6,37.1,41.48,7075,0.35,-4.606445,-0.852416,-3.75403,-5.226011,1.452643,-6.678654,-9.832456,-1.868951,-1.181242,-1.137543,-2.318785,2.990954,2.287633,0.516608,2.80424,0.796491,0.423597,1.297809,0.989823,0.0,0.516608,"GLN84-OE1-0.001,TYR192-OH-0.516",NONE
30,30,47.72,44.24,41.96,5962,0.3,-5.501221,-0.222178,-5.279043,-6.944134,1.94246,-8.886595,-12.445355,-1.485779,-1.399162,-1.313481,-2.712644,3.90473,2.700101,0.443475,3.143576,0.723595,0.247499,1.096109,1.603992,0.20312,0.240356,ASP231-OD2-0.24,"ARG100-NH1-0.203,LYS245-NZ-0.0"
