,index,x,y,z,nwat,occupancy,Esw,EswLJ,EswElec,Eww,EwwLJ,EwwElec,Etot,Ewwnbr,TSsw_trans,TSsw_orient,TStot,Nnbrs,Nhbww,Nhbsw,Nhbtot,f_hb_ww,f_enc,Acc_ww,Don_ww,Acc_sw,Don_sw,solute_acceptors,solute_donors
10,10,33.31,26.26,16.49,11365,0.57,-2.801871,-0.853232,-1.94864,-9.388222,2.085157,-11.473379,-12.190094,-1.985891,-1.496553,-0.822034,-2.318587,3.949582,3.083678,0.365508,3.449186,0.801521,0.238855,1.287462,1.796216,0.327849,0.037659,THR56-O-0.038,THR56-N-0.328
11,11,34.61,27.66,14.26,10498,0.52,-4.156931,-0.16471,-3.99222,-8.185987,1.499277,-9.685264,-12.342918,-1.665073,-1.570344,-0.812152,-2.382496,4.207754,2.852162,0.763193,3.615355,0.710938,0.189101,1.817013,1.03515,0.0,0.763193,THR56-O-0.763,NONE
12,12,32.86,28.68,17.1,10611,0.53,-6.378757,-0.246716,-6.132041,-5.10752,1.224828,-6.332348,-11.486278,-1.528671,-1.891083,-1.580292,-3.471375,3.280087,2.094242,1.453397,3.547639,0.684639,0.367877,1.086137,1.008105,0.633117,0.820281,THR56-O-0.82,THR56-N-0.633
13,13,40.4,20.28,18.34,10549,0.53,-3.66562,0.330049,-3.995669,-9.244394,1.31541,-10.559804,-12.910014,-1.559624,-1.63487,-0.702662,-2.337532,4.271874,2.703669,0.980188,3.683856,0.669797,0.176744,0.894303,1.809366,0.980188,0.0,NONE,LYS45-NZ-0.98
14,14,33.71,23.9,17.25,9554,0.48,-2.273763,-0.617432,-1.656331,-10.114695,2.067726,-12.182421,-12.388458,-2.089322,-1.288982,-0.635359,-1.924341,3.971426,3.212162,0.335148,3.54731,0.829333,0.234645,1.755495,1.456667,0.0,0.335148,"GLY54-O-0.335,TYR72-OH-0.0",NONE
15,15,30.67,34.4,12.28,9962,0.5,-1.677991,-0.394019,-1.283972,-11.019763,2.086932,-13.106696,-12.697755,-1.951098,-1.367686,-0.81246,-2.180146,4.722646,3.544871,0.0,3.544871,0.776664,0.089874,1.669845,1.875025,0.0,0.0,NONE,NONE
16,16,26.92,30.54,12.42,9511,0.48,-4.634246,-0.086056,-4.54819,-7.517609,1.388658,-8.906267,-12.151855,-1.361065,-1.740552,-0.758071,-2.498624,4.332562,2.686994,0.568184,3.255178,0.645372,0.165049,0.870886,1.816108,0.568184,0.0,NONE,LYS70-NZ-0.568
17,17,30.31,25.47,15.43,9609,0.48,-1.546347,-0.706914,-0.839433,-9.985299,1.533198,-11.518497,-11.531646,-2.024393,-1.372395,-0.623296,-1.995691,3.568009,2.770424,0.0,2.770424,0.803071,0.31239,1.744614,1.025809,0.0,0.0,NONE,NONE
18,18,34.03,30.7,11.9,8962,0.45,-6.471732,0.513117,-6.984849,-6.451057,1.227447,-7.678504,-12.922788,-1.520855,-1.405521,-1.030321,-2.435842,3.983821,2.558134,1.003124,3.561259,0.678835,0.232257,1.58391,0.974225,0.087257,0.915867,"ASP57-OD2-0.916,ASP57-O-0.0",LYS59-NZ-0.087
19,19,26.63,34.25,14.97,8582,0.43,-4.024218,-0.334976,-3.689242,-8.128868,1.533294,-9.662161,-12.153086,-1.598471,-1.464598,-0.677639,-2.142238,4.416337,2.974481,0.30296,3.277441,0.699338,0.148904,1.120601,1.85388,0.30296,0.0,NONE,GLN67-NE2-0.303
20,20,37.07,23.5,20.99,8420,0.42,-3.440354,-1.346203,-2.094151,-6.518622,1.226812,-7.745434,-9.958976,-2.455152,-1.832076,-1.32743,-3.159506,2.18171,1.927791,0.805226,2.733017,0.901213,0.579551,0.962589,0.965202,0.006532,0.798694,"VAL46-O-0.667,LEU55-O-0.132","VAL46-N-0.004,LEU55-N-0.003"
21,21,29.0,23.02,16.53,8571,0.43,-1.270962,-0.628781,-0.642181,-10.474583,1.753906,-12.228488,-11.745544,-2.038625,-1.183247,-0.564248,-1.747495,3.889161,2.989266,0.388053,3.377319,0.790863,0.250499,1.664217,1.32505,0.0,0.388053,TYR72-OH-0.388,NONE
22,22,38.02,22.26,17.8,8237,0.41,-1.086766,-0.599629,-0.487137,-10.55701,1.83332,-12.39033,-11.643776,-1.928263,-1.248831,-0.665775,-1.914606,4.05451,3.123589,0.000243,3.123831,0.796624,0.218634,1.267452,1.856137,0.000243,0.0,NONE,LYS45-NZ-0.0
23,23,41.96,22.34,14.49,7981,0.4,-4.862257,0.462605,-5.324863,-7.834277,1.17637,-9.010647,-12.696535,-1.384487,-1.451414,-0.578553,-2.029966,4.567222,2.632753,0.978574,3.611327,0.611852,0.119826,0.854655,1.778098,0.978324,0.000251,GLU42-OE2-0.0,LYS45-NZ-0.978
24,24,37.66,26.59,13.09,8000,0.4,-1.070423,-0.461636,-0.608787,-11.512717,2.059905,-13.572622,-12.583141,-2.003103,-1.158128,-0.497598,-1.655726,4.608375,3.627625,0.0,3.627625,0.810319,0.111895,1.7835,1.844125,0.0,0.0,NONE,NONE
25,25,35.24,20.29,19.17,7435,0.37,-2.107396,-0.49295,-1.614446,-10.44685,2.123121,-12.569971,-12.554246,-1.680909,-1.090572,-0.361032,-1.451604,5.066846,3.535037,0.000269,3.535306,0.724179,0.023541,1.723605,1.811432,0.000269,0.0,NONE,LYS47-NZ-0.0
26,26,29.65,30.51,11.81,7627,0.38,-1.064918,-0.289252,-0.775666,-11.415055,1.96411,-13.379164,-12.479972,-1.8439,-1.127186,-0.295604,-1.42279,4.943228,3.619772,0.0,3.619772,0.756342,0.047364,1.790088,1.829684,0.0,0.0,NONE,NONE
27,27,39.49,23.75,14.72,5939,0.3,-2.832181,-0.367184,-2.464998,-9.254688,1.760487,-11.015174,-12.086869,-1.744441,-1.014868,-0.540357,-1.555225,4.569961,3.223775,0.014817,3.238592,0.731943,0.119298,1.386765,1.83701,0.014817,0.0,NONE,LYS45-NZ-0.015
28,28,34.91,24.7,14.45,5651,0.28,-1.162,-0.344647,-0.817353,-11.266366,2.049562,-13.315927,-12.428366,-1.855555,-0.890938,-0.309209,-1.200147,4.911166,3.628207,0.0,3.628207,0.764811,0.053543,1.805344,1.822863,0.0,0.0,NONE,NONE
29,29,31.93,29.57,13.75,5638,0.28,-2.538005,-0.519161,-2.018843,-9.849495,2.049112,-11.898607,-12.387499,-1.664727,-0.930342,-0.592587,-1.522929,5.221178,3.521816,0.0,3.521816,0.700407,-0.006201,1.731288,1.790529,0.0,0.0,NONE,NONE
30,30,37.0,28.8,10.91,5646,0.28,-5.14801,0.521972,-5.669982,-7.769002,1.288556,-9.057557,-12.917011,-1.563761,-1.106073,-0.874753,-1.980826,4.293305,2.836699,0.856181,3.69288,0.69629,0.172614,1.804818,1.031881,0.0,0.856181,ASP57-OD2-0.856,NONE
