,index,x,y,z,nwat,occupancy,Esw,EswLJ,EswElec,Eww,EwwLJ,EwwElec,Etot,Ewwnbr,TSsw_trans,TSsw_orient,TStot,Nnbrs,Nhbww,Nhbsw,Nhbtot,f_hb_ww,f_enc,Acc_ww,Don_ww,Acc_sw,Don_sw,solute_acceptors,solute_donors
10,10,27.87,39.39,41.31,13204,0.66,-1.368159,-1.220367,-0.147792,-11.297599,2.547086,-13.844685,-12.665758,-2.346611,-1.775417,-1.95604,-3.731457,3.930551,3.402908,0.034081,3.436989,0.872142,0.242522,1.654953,1.747955,0.001969,0.032111,"GLN46-OE1-0.024,GLN46-O-0.0,MET80-SD-0.008","GLN46-NE2-0.0,ARG87-NH2-0.002"
11,11,27.76,42.23,40.8,12969,0.65,-6.47821,-0.370924,-6.107286,-6.783035,2.002426,-8.785461,-13.261244,-1.390904,-1.72613,-1.650061,-3.37619,4.622022,2.981032,0.858663,3.839695,0.676532,0.109265,1.133549,1.847482,0.857506,0.001157,GLN46-OE1-0.001,"GLN46-NE2-0.09,ARG87-NE-0.003,ARG87-NH2-0.765"
12,12,34.14,32.72,52.58,13053,0.65,-6.205662,-0.827678,-5.377983,-5.525087,1.25996,-6.785047,-11.730749,-2.151088,-1.684064,-1.550577,-3.234641,2.581552,2.032866,1.013637,3.046503,0.809921,0.502495,1.305677,0.727189,0.023443,0.990194,"MET36-SD-0.004,MET36-O-0.616,ASN40-OD1-0.369,TYR211-OH-0.001",TYR211-OH-0.023
13,13,33.97,30.15,49.48,11873,0.59,-2.581484,-1.216254,-1.36523,-9.455638,2.29824,-11.753878,-12.037122,-2.267328,-1.510616,-0.999623,-2.510239,3.52413,3.05104,0.158595,3.209635,0.8827,0.320846,1.240883,1.810158,0.148825,0.00977,"ASN40-OD1-0.001,CYS212-SG-0.008,THR215-OG1-0.0",CYS212-SG-0.149
14,14,31.31,37.72,46.68,11298,0.56,-5.517157,-0.404919,-5.112238,-6.012674,1.513531,-7.526204,-11.52983,-2.182648,-1.614423,-1.41257,-3.026993,2.456718,2.111082,1.004514,3.115596,0.870558,0.526553,1.281731,0.82935,0.007878,0.996637,"GLN46-OE1-0.818,MET80-SD-0.178",GLN46-NE2-0.008
15,15,27.83,37.88,39.0,10993,0.55,-5.055277,-0.816531,-4.238746,-5.037038,1.330267,-6.367305,-10.092316,-2.320664,-2.228409,-2.007096,-4.235505,2.025471,1.842718,1.021286,2.864004,0.922355,0.609661,0.880106,0.962613,0.077413,0.943873,LEU79-O-0.944,"GLN46-NE2-0.077,LYS143-NZ-0.0"
16,16,34.67,32.62,46.72,10224,0.51,-1.320998,-0.990728,-0.33027,-9.435327,1.750263,-11.185591,-10.756326,-2.192444,-1.351895,-0.782183,-2.134077,3.571694,2.828638,0.134879,2.963517,0.821348,0.31168,1.35534,1.473298,0.002543,0.132336,"MET77-SD-0.13,MET80-SD-0.0,MET122-SD-0.002",GLN118-NE2-0.003
17,17,36.31,33.41,50.23,9692,0.48,-4.881809,-0.669564,-4.212245,-6.923865,1.445557,-8.369421,-11.805674,-2.279647,-1.288176,-1.12042,-2.408595,2.711618,2.359575,1.042406,3.401981,0.877502,0.47743,0.770017,1.589558,0.912505,0.129901,"MET36-SD-0.12,TYR211-OH-0.01","GLN118-NE2-0.91,TYR211-OH-0.003"
18,18,31.48,30.96,49.62,9396,0.47,-5.307874,-0.515778,-4.792095,-5.785908,1.419796,-7.205704,-11.093782,-2.05581,-1.327972,-1.415857,-2.74383,2.443699,2.009366,1.032354,3.04172,0.851955,0.529062,1.136867,0.872499,0.094189,0.938165,"ASN40-OD1-0.934,CYS212-SG-0.004",CYS212-SG-0.094
19,19,40.74,32.36,53.73,8459,0.42,-6.888527,-0.42166,-6.466868,-3.223563,0.432239,-3.655802,-10.112091,-2.329412,-1.501239,-1.403565,-2.904803,1.087008,0.919494,1.940418,2.859913,0.784549,0.790517,0.67372,0.245774,0.562832,1.377586,"MET36-SD-0.036,CYS114-SG-0.047,CYS114-O-0.809,MET115-SD-0.011,TYR211-OH-0.474","CYS114-SG-0.126,TYR211-OH-0.437"
20,20,30.24,46.18,39.16,6947,0.35,-2.749296,-0.992259,-1.757036,-9.462128,2.452446,-11.914575,-12.211424,-2.012637,-1.562156,-1.07874,-2.640896,4.085361,3.312941,0.010508,3.323449,0.83159,0.212688,1.426515,1.886426,0.009932,0.000576,ALA83-O-0.001,"ARG87-NE-0.009,ARG87-NH2-0.001"
21,21,34.09,34.68,48.76,7081,0.35,-1.633777,-0.955389,-0.678388,-9.711074,2.049765,-11.760839,-11.344851,-2.163046,-1.021185,-0.667758,-1.688943,3.911312,3.19164,0.0,3.19164,0.832035,0.24623,1.451207,1.740432,0.0,0.0,NONE,NONE
22,22,30.59,33.12,48.03,6270,0.31,-1.184513,-1.106649,-0.077865,-9.104436,1.976932,-11.081369,-10.288949,-2.41348,-1.013959,-0.753882,-1.767841,3.150399,2.716268,0.053748,2.770016,0.878107,0.39287,1.1563,1.559968,0.0,0.053748,"LEU39-O-0.006,ASN40-OD1-0.009,MET80-SD-0.04",NONE
23,23,27.61,42.42,38.51,5781,0.29,-7.825575,-0.00622,-7.819355,-5.738632,1.64971,-7.388342,-13.564207,-1.872482,-1.438536,-1.595831,-3.034367,3.121605,2.497665,1.069538,3.567203,0.821525,0.398419,1.436776,1.060889,0.222972,0.846566,"GLU16-OE2-0.836,TYR139-OH-0.011","GLN46-NE2-0.0,ARG87-NH2-0.0,TYR139-OH-0.001,LYS143-NZ-0.222"
24,24,33.1,33.43,50.19,5826,0.29,-4.312587,-0.731467,-3.58112,-7.592429,1.789387,-9.381816,-11.905016,-1.669071,-0.942559,-0.862502,-1.805062,4.160144,2.869035,0.48747,3.356505,0.712433,0.198276,1.587367,1.281668,0.0,0.48747,"MET36-SD-0.004,LEU39-O-0.002,ASN40-OD1-0.482",NONE
